Spectral Centroid Mean,Spectral Centroid Variance,Spectral Bandwidth Mean,Spectral Bandwidth Variance,Harmonic Mean,Harmonic Variance,Percussive Mean,Percussive Variance,MFCC 1 Mean,MFCC 1 Variance,MFCC 2 Mean,MFCC 2 Variance,MFCC 3 Mean,MFCC 3 Variance,MFCC 4 Mean,MFCC 4 Variance,MFCC 5 Mean,MFCC 5 Variance,MFCC 6 Mean,MFCC 6 Variance,MFCC 7 Mean,MFCC 7 Variance,MFCC 8 Mean,MFCC 8 Variance,MFCC 9 Mean,MFCC 9 Variance,MFCC 10 Mean,MFCC 10 Variance,MFCC 11 Mean,MFCC 11 Variance,MFCC 12 Mean,MFCC 12 Variance,MFCC 13 Mean,MFCC 13 Variance
2788.1239334314805,1290149.9111916686,3176.521325139433,727782.0206604284,-0.0006472555,0.0111715095,-0.0028027364,0.0018147186,-151.8362,7640.326,144.95311,1204.0725,-37.41146,794.49774,37.770958,417.4404,-1.6148682,237.50093,14.588144,131.50093,-2.7231421,111.43489,8.458241,116.072556,-3.2356815,82.6974,5.922324,80.26339,-4.1964765,63.863556,4.4552054,69.40978,0.67083055,55.52963
